Date,Open,High,Low,Close,Volume
2019-01-08 00:00:00+08:00,9591.56,9600.94,9547.63,9563.6,1423100
2019-01-09 00:00:00+08:00,9584.63,9741.64,9584.63,9738.31,2281800
2019-01-10 00:00:00+08:00,9731.11,9731.11,9683.2,9720.69,1609200
2019-01-11 00:00:00+08:00,9753.63,9796.98,9736.0,9759.4,1618600
2019-01-14 00:00:00+08:00,9737.67,9762.37,9677.49,9708.22,1356000
2019-01-15 00:00:00+08:00,9701.93,9806.04,9701.93,9806.04,1709500
2019-01-16 00:00:00+08:00,9781.35,9803.99,9763.81,9763.81,1796800
2019-01-17 00:00:00+08:00,9773.31,9826.25,9759.51,9789.15,1634200
2019-01-18 00:00:00+08:00,9781.39,9842.8,9771.15,9836.06,1545600
2019-01-21 00:00:00+08:00,9870.27,9919.94,9870.27,9889.4,1593600
2019-01-22 00:00:00+08:00,9880.54,9894.66,9855.47,9894.66,1408000
2019-01-23 00:00:00+08:00,9869.54,9873.39,9828.03,9846.4,1140300
2019-01-24 00:00:00+08:00,9865.0,9892.82,9847.32,9877.12,1452000
2019-01-25 00:00:00+08:00,9923.39,9980.08,9918.21,9969.61,1944600
2019-01-28 00:00:00+08:00,10006.46,10020.6,9990.07,10013.33,1656900
2019-01-29 00:00:00+08:00,9944.71,9952.34,9893.96,9931.59,1647200
2019-01-30 00:00:00+08:00,9915.97,9959.03,9909.81,9932.26,1981800
2019-02-11 00:00:00+08:00,10029.84,10065.52,9988.83,10004.25,2320500
2019-02-12 00:00:00+08:00,10032.08,10100.23,10032.08,10097.74,2264900
2019-02-13 00:00:00+08:00,10123.61,10140.98,10074.34,10090.58,2455200
2019-02-14 00:00:00+08:00,10095.99,10135.62,10082.0,10089.01,2140200
2019-02-15 00:00:00+08:00,10111.18,10135.16,10055.5,10064.78,2137700
2019-02-18 00:00:00+08:00,10096.94,10165.77,10096.94,10145.28,1911900
2019-02-19 00:00:00+08:00,10152.11,10173.47,10143.15,10152.26,1765600
2019-02-20 00:00:00+08:00,10181.94,10272.46,10181.94,10272.46,2246700
2019-02-21 00:00:00+08:00,10282.32,10319.53,10256.53,10319.53,2282400
2019-02-22 00:00:00+08:00,10309.02,10322.92,10269.95,10322.92,2188700
2019-02-25 00:00:00+08:00,10343.45,10390.93,10343.45,10390.93,2325300
2019-02-26 00:00:00+08:00,10403.03,10416.91,10368.86,10391.55,2295000
2019-02-27 00:00:00+08:00,10385.81,10403.05,10343.56,10389.17,2510800
2019-03-04 00:00:00+08:00,10385.25,10402.39,10313.18,10349.88,2273800
2019-03-05 00:00:00+08:00,10323.25,10334.34,10295.44,10305.26,1773500
2019-03-06 00:00:00+08:00,10328.18,10359.12,10327.9,10357.15,1865800
2019-03-07 00:00:00+08:00,10359.47,10367.98,10299.46,10311.68,2007700
2019-03-08 00:00:00+08:00,10274.28,10274.28,10204.21,10241.75,1780600
2019-03-11 00:00:00+08:00,10224.27,10269.3,10214.02,10250.28,1774800
2019-03-12 00:00:00+08:00,10294.37,10382.12,10294.37,10343.33,1970500
2019-03-13 00:00:00+08:00,10331.27,10373.32,10331.27,10373.32,1810600
2019-03-14 00:00:00+08:00,10391.3,10407.27,10339.64,10348.65,2101900
2019-03-15 00:00:00+08:00,10374.66,10439.24,10370.0,10439.24,2821000
2019-03-18 00:00:00+08:00,10455.19,10512.7,10445.74,10512.7,2211800
2019-03-19 00:00:00+08:00,10497.4,10525.6,10484.69,10512.32,2284300
2019-03-20 00:00:00+08:00,10529.3,10556.81,10506.96,10551.56,2260000
2019-03-21 00:00:00+08:00,10563.93,10612.34,10551.67,10609.55,2137700
2019-03-22 00:00:00+08:00,10642.57,10667.94,10589.47,10639.07,2427100
2019-03-25 00:00:00+08:00,10535.12,10535.12,10458.79,10479.48,2215900
2019-03-26 00:00:00+08:00,10506.68,10559.2,10506.68,10559.2,1978500
2019-03-27 00:00:00+08:00,10542.68,10556.75,10515.86,10542.7,1974900
2019-03-28 00:00:00+08:00,10529.02,10536.26,10499.29,10536.26,1931300
2019-03-29 00:00:00+08:00,10551.99,10641.04,10525.27,10641.04,2220600
2019-04-01 00:00:00+08:00,10714.68,10735.07,10627.01,10642.63,2667600
2019-04-02 00:00:00+08:00,10695.47,10728.38,10685.1,10690.3,2311900
2019-04-03 00:00:00+08:00,10725.17,10741.56,10690.23,10704.38,2223400
2019-04-08 00:00:00+08:00,10759.96,10807.05,10759.96,10800.57,2775100
2019-04-09 00:00:00+08:00,10805.39,10851.6,10793.77,10851.6,2515400
2019-04-10 00:00:00+08:00,10839.93,10875.65,10815.61,10868.14,2380600
2019-04-11 00:00:00+08:00,10869.24,10887.12,10797.76,10808.77,2465900
2019-04-12 00:00:00+08:00,10820.94,10836.44,10782.02,10805.3,2240000
2019-04-15 00:00:00+08:00,10849.84,10897.21,10849.55,10875.6,2225000
2019-04-16 00:00:00+08:00,10905.63,10927.85,10876.34,10927.85,2542500
2019-04-17 00:00:00+08:00,10961.61,11016.92,10961.61,10997.26,2918400
2019-04-18 00:00:00+08:00,11038.24,11077.99,10926.85,10962.02,2903900
2019-04-19 00:00:00+08:00,11017.69,11045.08,10950.43,10968.5,2135400
2019-04-22 00:00:00+08:00,10994.52,11027.49,10974.82,10987.71,2117600
2019-04-23 00:00:00+08:00,10994.28,11025.68,10949.3,11025.68,1997200
2019-04-24 00:00:00+08:00,11054.02,11070.85,10995.83,11027.64,2158600
2019-04-25 00:00:00+08:00,11017.73,11046.77,11006.68,11039.86,2203500
2019-04-26 00:00:00+08:00,10986.53,10986.53,10906.44,10952.47,2174600
2019-04-29 00:00:00+08:00,10952.91,10992.55,10905.78,10939.06,2124700
2019-04-30 00:00:00+08:00,10945.94,10978.1,10910.78,10967.73,1865000
2019-05-02 00:00:00+08:00,10992.76,11046.64,10988.7,11004.49,1843600
2019-05-03 00:00:00+08:00,11037.99,11097.0,11018.86,11096.3,1868300
2019-05-06 00:00:00+08:00,11005.36,11005.36,10870.4,10897.12,2240200
2019-05-07 00:00:00+08:00,10913.95,11004.76,10913.95,10987.14,1781400
2019-05-08 00:00:00+08:00,10938.47,10946.82,10867.06,10923.71,1846400
2019-05-09 00:00:00+08:00,10910.47,10910.47,10732.97,10733.67,2458000
2019-05-10 00:00:00+08:00,10751.55,10834.69,10669.39,10712.99,2139200
2019-05-13 00:00:00+08:00,10684.04,10693.44,10549.06,10558.29,2021900
2019-05-14 00:00:00+08:00,10480.21,10544.97,10363.02,10519.25,2502400
2019-05-15 00:00:00+08:00,10535.24,10612.5,10535.24,10560.71,2024100
2019-05-16 00:00:00+08:00,10556.58,10573.93,10474.61,10474.61,2169600
2019-05-17 00:00:00+08:00,10508.56,10564.97,10384.11,10384.11,2375500
2019-05-20 00:00:00+08:00,10405.36,10465.84,10385.18,10398.41,1909200
2019-05-21 00:00:00+08:00,10362.35,10477.2,10342.32,10464.5,2268700
2019-05-22 00:00:00+08:00,10481.1,10520.62,10453.5,10457.22,1664400
2019-05-23 00:00:00+08:00,10404.0,10404.0,10289.69,10308.37,1960700
2019-05-24 00:00:00+08:00,10313.15,10370.97,10308.59,10328.28,1754200
2019-05-27 00:00:00+08:00,10344.18,10365.44,10305.28,10334.13,1661800
2019-05-28 00:00:00+08:00,10348.58,10361.61,10312.31,10312.31,3192400
2019-05-29 00:00:00+08:00,10277.35,10307.75,10227.44,10301.78,1853800
2019-05-30 00:00:00+08:00,10307.12,10384.36,10306.03,10382.99,1788400
2019-05-31 00:00:00+08:00,10386.12,10515.1,10369.02,10498.49,2168100
2019-06-03 00:00:00+08:00,10482.45,10511.2,10383.51,10500.07,1635900
2019-06-04 00:00:00+08:00,10499.51,10518.33,10421.81,10429.12,1621700
2019-06-05 00:00:00+08:00,10497.5,10541.29,10446.51,10461.62,1703200
2019-06-06 00:00:00+08:00,10409.9,10429.33,10371.08,10409.2,1716000
2019-06-10 00:00:00+08:00,10486.23,10566.47,10466.24,10566.47,1819200
2019-06-11 00:00:00+08:00,10567.54,10637.9,10548.06,10607.76,2350800
2019-06-12 00:00:00+08:00,10605.75,10630.69,10566.37,10615.66,2034500
2019-06-13 00:00:00+08:00,10582.19,10617.06,10539.49,10561.01,1685400
2019-06-14 00:00:00+08:00,10546.42,10568.92,10517.82,10524.67,1505300
2019-06-17 00:00:00+08:00,10488.7,10562.97,10474.19,10530.54,1444800
2019-06-18 00:00:00+08:00,10547.15,10573.77,10521.7,10566.74,1524200
2019-06-19 00:00:00+08:00,10650.48,10778.64,10650.48,10775.34,2370300
2019-06-20 00:00:00+08:00,10749.41,10799.14,10745.25,10785.01,2079800
2019-06-21 00:00:00+08:00,10817.71,10840.29,10773.47,10803.77,2780700
2019-06-24 00:00:00+08:00,10734.25,10786.33,10695.49,10779.45,1711700
2019-06-25 00:00:00+08:00,10777.18,10787.62,10693.04,10706.72,1790000
2019-06-26 00:00:00+08:00,10661.39,10690.98,10645.37,10652.55,1555600
2019-06-27 00:00:00+08:00,10674.2,10800.29,10674.2,10773.9,2226300
2019-06-28 00:00:00+08:00,10786.66,10788.08,10719.08,10730.83,1693000
2019-07-01 00:00:00+08:00,10821.3,10914.85,10821.3,10895.46,2277900
2019-07-02 00:00:00+08:00,10878.01,10888.21,10843.64,10865.12,2034200
2019-07-03 00:00:00+08:00,10793.1,10812.65,10720.66,10743.77,1875300
2019-07-04 00:00:00+08:00,10755.87,10791.28,10750.9,10775.9,1576600
2019-07-05 00:00:00+08:00,10785.85,10812.38,10756.67,10785.73,1573800
2019-07-08 00:00:00+08:00,10742.81,10781.11,10708.92,10751.22,1628900
2019-07-09 00:00:00+08:00,10729.83,10733.57,10680.85,10702.78,1723300
2019-07-10 00:00:00+08:00,10723.23,10810.16,10723.23,10798.48,2038800
2019-07-11 00:00:00+08:00,10817.6,10856.51,10799.65,10843.42,2378800
2019-07-12 00:00:00+08:00,10855.16,10867.59,10823.89,10824.35,2352200
2019-07-15 00:00:00+08:00,10819.92,10880.56,10769.57,10876.43,2211100
2019-07-16 00:00:00+08:00,10865.0,10899.84,10865.0,10886.05,2352100
2019-07-17 00:00:00+08:00,10861.11,10861.11,10804.34,10828.48,2420400
2019-07-18 00:00:00+08:00,10821.92,10835.43,10792.27,10799.28,2208600
2019-07-19 00:00:00+08:00,10861.99,10919.96,10861.99,10873.19,2136100
2019-07-22 00:00:00+08:00,10910.5,10949.76,10909.15,10944.53,2145600
2019-07-23 00:00:00+08:00,10963.86,10994.44,10932.53,10947.26,2326900
2019-07-24 00:00:00+08:00,10969.74,10976.46,10912.92,10935.76,2400800
2019-07-25 00:00:00+08:00,10892.25,10945.92,10879.4,10941.41,2543700
2019-07-26 00:00:00+08:00,10898.25,10907.44,10879.24,10891.98,2243400
2019-07-29 00:00:00+08:00,10872.63,10905.74,10863.33,10885.73,2149500
2019-07-30 00:00:00+08:00,10909.98,10927.16,10827.74,10830.9,2415700
2019-07-31 00:00:00+08:00,10824.15,10835.8,10754.07,10823.81,2427500
2019-08-01 00:00:00+08:00,10773.06,10773.25,10714.73,10731.75,2335400
2019-08-02 00:00:00+08:00,10641.28,10641.28,10524.68,10549.04,2828900
2019-08-05 00:00:00+08:00,10528.87,10542.49,10418.25,10423.41,2297300
2019-08-06 00:00:00+08:00,10304.88,10425.6,10180.04,10394.75,2451800
2019-08-07 00:00:00+08:00,10422.89,10461.37,10366.54,10386.18,2041200
2019-08-08 00:00:00+08:00,10383.62,10500.77,10383.62,10494.49,2086500
2019-08-12 00:00:00+08:00,10491.79,10514.05,10440.77,10472.36,2361300
2019-08-13 00:00:00+08:00,10436.62,10436.62,10361.89,10362.66,2269300
2019-08-14 00:00:00+08:00,10444.5,10518.02,10427.73,10427.73,2618400
2019-08-15 00:00:00+08:00,10374.75,10374.75,10287.76,10327.13,2414000
2019-08-16 00:00:00+08:00,10345.42,10456.32,10318.37,10420.89,2566100
2019-08-19 00:00:00+08:00,10449.39,10516.05,10449.39,10488.75,2353800
2019-08-20 00:00:00+08:00,10508.42,10538.12,10497.13,10522.5,2290800
2019-08-21 00:00:00+08:00,10526.87,10545.25,10504.49,10525.8,2139300
2019-08-22 00:00:00+08:00,10560.01,10596.41,10515.72,10529.78,2281400
2019-08-23 00:00:00+08:00,10526.15,10541.73,10503.07,10538.11,1896100
2019-08-26 00:00:00+08:00,10453.4,10453.4,10340.15,10354.57,2015700
2019-08-27 00:00:00+08:00,10386.21,10431.78,10368.96,10387.23,2298800
2019-08-28 00:00:00+08:00,10397.6,10456.3,10397.6,10434.29,1678300
2019-08-29 00:00:00+08:00,10440.15,10466.99,10406.49,10462.43,2063000
2019-08-30 00:00:00+08:00,10504.28,10618.05,10504.28,10618.05,2823700
2019-09-02 00:00:00+08:00,10613.19,10634.85,10589.42,10634.85,2078600
2019-09-03 00:00:00+08:00,10629.22,10650.15,10557.03,10558.21,1997000
2019-09-04 00:00:00+08:00,10566.32,10670.43,10566.32,10657.31,2090600
2019-09-05 00:00:00+08:00,10718.4,10766.6,10714.27,10756.93,2805200
2019-09-06 00:00:00+08:00,10783.46,10803.07,10753.45,10780.64,2376200
2019-09-10 00:00:00+08:00,10791.95,10810.03,10732.78,10753.58,2275000
2019-09-11 00:00:00+08:00,10787.65,10815.59,10746.87,10790.35,2151800
2019-09-12 00:00:00+08:00,10830.25,10862.68,10804.02,10827.55,2035900
2019-09-16 00:00:00+08:00,10822.69,10898.13,10822.69,10898.13,2107200
2019-09-17 00:00:00+08:00,10908.85,10912.23,10866.43,10874.5,2104900
2019-09-18 00:00:00+08:00,10887.42,10971.54,10878.34,10929.45,2121900
2019-09-19 00:00:00+08:00,10947.62,10954.18,10874.66,10894.7,1876200
2019-09-20 00:00:00+08:00,10908.1,10931.76,10903.45,10929.69,2822000
2019-09-23 00:00:00+08:00,10924.81,10948.19,10905.92,10919.02,1996500
2019-09-24 00:00:00+08:00,10917.44,10947.53,10886.62,10918.01,2057900
2019-09-25 00:00:00+08:00,10885.67,10885.67,10825.85,10873.69,1969200
2019-09-26 00:00:00+08:00,10909.57,10934.91,10856.96,10871.99,1930900
2019-09-27 00:00:00+08:00,10904.0,10921.17,10827.61,10829.68,2084900
2019-10-01 00:00:00+08:00,10855.6,10967.65,10855.6,10967.65,2028800
2019-10-02 00:00:00+08:00,10945.92,10965.2,10927.39,10947.88,1628000
2019-10-03 00:00:00+08:00,10866.5,10888.4,10809.28,10875.91,1753500
2019-10-04 00:00:00+08:00,10907.69,10941.49,10854.12,10894.48,1759200
2019-10-07 00:00:00+08:00,10932.24,10954.45,10919.43,10935.06,1617600
2019-10-08 00:00:00+08:00,10986.01,11020.51,10986.01,11017.31,1872400
2019-10-09 00:00:00+08:00,10976.93,10989.39,10889.96,10889.96,1941600
2019-10-14 00:00:00+08:00,11004.74,11085.49,11004.74,11066.95,2395500
2019-10-15 00:00:00+08:00,11103.5,11126.45,11091.29,11111.8,2031800
2019-10-16 00:00:00+08:00,11166.17,11180.11,11113.18,11162.83,2346500
2019-10-17 00:00:00+08:00,11156.14,11186.88,11131.45,11186.88,2151300
2019-10-18 00:00:00+08:00,11190.21,11237.38,11154.86,11180.22,2561700
2019-10-21 00:00:00+08:00,11166.24,11188.13,11147.86,11184.15,1760000
2019-10-22 00:00:00+08:00,11221.19,11271.25,11218.25,11271.25,2112800
2019-10-23 00:00:00+08:00,11266.18,11281.12,11209.1,11239.67,2304700
2019-10-24 00:00:00+08:00,11266.84,11320.14,11254.59,11320.14,2106800
2019-10-25 00:00:00+08:00,11336.64,11347.18,11281.37,11296.12,1966200
2019-10-28 00:00:00+08:00,11321.99,11341.03,11295.44,11315.02,1737800
2019-10-29 00:00:00+08:00,11347.39,11373.95,11292.83,11333.87,2228000
2019-10-30 00:00:00+08:00,11336.97,11380.28,11306.95,11380.28,1993100
2019-10-31 00:00:00+08:00,11393.68,11428.42,11358.71,11358.71,2507400
2019-11-01 00:00:00+08:00,11373.7,11399.53,11335.51,11399.53,1920500
2019-11-04 00:00:00+08:00,11451.72,11559.07,11451.72,11556.85,2378900
2019-11-05 00:00:00+08:00,11576.18,11644.03,11576.18,11644.03,2333100
2019-11-06 00:00:00+08:00,11645.08,11668.2,11601.7,11653.07,2666600
2019-11-07 00:00:00+08:00,11642.91,11647.47,11552.08,11606.56,2358500
2019-11-08 00:00:00+08:00,11620.89,11642.41,11561.31,11579.54,2109500
2019-11-11 00:00:00+08:00,11570.33,11570.33,11409.83,11427.28,2387200
2019-11-12 00:00:00+08:00,11463.33,11520.37,11459.68,11520.37,2003100
2019-11-13 00:00:00+08:00,11483.24,11509.37,11439.09,11467.83,1957000
2019-11-14 00:00:00+08:00,11488.74,11498.25,11424.77,11450.42,2312000
2019-11-15 00:00:00+08:00,11485.46,11552.25,11485.46,11525.6,2446300
2019-11-18 00:00:00+08:00,11543.8,11599.78,11532.97,11599.78,1943800
2019-11-19 00:00:00+08:00,11608.48,11656.4,11576.79,11656.4,1908800
2019-11-20 00:00:00+08:00,11645.73,11649.07,11591.73,11631.2,1896800
2019-11-21 00:00:00+08:00,11573.84,11573.84,11478.43,11558.27,1861200
2019-11-22 00:00:00+08:00,11556.75,11577.02,11534.15,11566.8,1840600
2019-11-25 00:00:00+08:00,11590.81,11604.75,11559.33,11561.58,2150400
2019-11-26 00:00:00+08:00,11608.37,11642.96,11576.82,11576.82,3254400
2019-11-27 00:00:00+08:00,11590.81,11651.73,11590.81,11647.46,2166700
2019-11-28 00:00:00+08:00,11641.7,11654.06,11604.68,11617.08,1977000
2019-11-29 00:00:00+08:00,11616.88,11623.59,11485.16,11489.57,2296900
2019-12-02 00:00:00+08:00,11509.94,11524.85,11454.38,11502.83,2131300
2019-12-03 00:00:00+08:00,11473.32,11531.58,11460.06,11531.58,1884000
2019-12-04 00:00:00+08:00,11511.82,11513.83,11457.43,11510.47,0
2019-12-05 00:00:00+08:00,11546.75,11604.39,11546.75,11594.65,0
2019-12-06 00:00:00+08:00,11639.8,11657.65,11577.83,11609.64,1975900
2019-12-09 00:00:00+08:00,11635.47,11678.36,11631.03,11660.77,0
2019-12-10 00:00:00+08:00,11647.78,11649.73,11607.26,11627.84,0
2019-12-11 00:00:00+08:00,11635.07,11700.77,11622.58,11700.77,2258900
2019-12-12 00:00:00+08:00,11766.98,11875.98,11766.98,11836.42,2486200
2019-12-13 00:00:00+08:00,11937.9,11990.78,11913.02,11927.73,2969000
2019-12-16 00:00:00+08:00,11915.61,11975.73,11915.61,11939.77,2643500
2019-12-17 00:00:00+08:00,11939.62,12097.01,11939.62,12097.01,2495800
2019-12-18 00:00:00+08:00,12061.1,12125.9,12059.92,12122.45,0
2019-12-19 00:00:00+08:00,12082.98,12111.77,12008.16,12018.9,2236200
2019-12-20 00:00:00+08:00,12001.56,12028.22,11937.45,11959.08,2649800
2019-12-23 00:00:00+08:00,11969.14,12022.23,11960.21,12022.23,1907900
2019-12-24 00:00:00+08:00,12023.79,12027.6,11976.38,11976.38,1724100
2019-12-25 00:00:00+08:00,11978.94,12032.37,11973.95,12008.13,1518600
2019-12-26 00:00:00+08:00,12018.38,12030.66,11982.64,12001.01,1618300
2019-12-27 00:00:00+08:00,12032.72,12093.02,12032.72,12091.59,1868500
2019-12-30 00:00:00+08:00,12094.81,12114.89,12046.22,12053.37,1890200
2019-12-31 00:00:00+08:00,12019.19,12047.75,11997.14,11997.14,1742700
2020-01-02 00:00:00+08:00,12026.5,12110.74,12026.23,12100.48,2023800
2020-01-03 00:00:00+08:00,12167.44,12197.64,12023.6,12110.43,2572900
2020-01-06 00:00:00+08:00,12035.71,12040.08,11953.36,11953.36,2345200
2020-01-07 00:00:00+08:00,11961.97,11986.03,11822.4,11880.32,2338400
2020-01-08 00:00:00+08:00,11818.76,11899.67,11777.45,11817.1,2428800
2020-01-09 00:00:00+08:00,11889.46,11992.55,11889.46,11970.63,2036900
2020-01-10 00:00:00+08:00,12009.27,12038.21,11959.06,12024.65,1869000
2020-01-13 00:00:00+08:00,12069.61,12113.42,12037.24,12113.42,2292300
2020-01-14 00:00:00+08:00,12161.73,12186.62,12140.27,12179.81,2255300
2020-01-15 00:00:00+08:00,12169.92,12169.92,12048.01,12091.88,1943800
2020-01-16 00:00:00+08:00,12006.08,12075.54,12006.08,12066.93,2049000
2020-01-17 00:00:00+08:00,12080.72,12117.55,12055.91,12090.29,2009700
2020-01-20 00:00:00+08:00,12107.56,12151.42,12101.55,12118.71,2095100
2020-01-30 00:00:00+08:00,11933.23,11933.23,11418.22,11421.74,4917300
2020-01-31 00:00:00+08:00,11494.03,11594.21,11436.95,11495.1,3130700
2020-02-03 00:00:00+08:00,11365.9,11365.9,11138.03,11354.92,3472200
2020-02-04 00:00:00+08:00,11399.46,11581.36,11393.03,11555.92,2731100
2020-02-05 00:00:00+08:00,11601.55,11620.42,11512.71,11573.62,2624400
2020-02-06 00:00:00+08:00,11605.11,11749.68,11605.11,11749.68,2305400
2020-02-07 00:00:00+08:00,11712.71,11712.71,11592.09,11612.81,2182700
2020-02-10 00:00:00+08:00,11514.72,11598.03,11423.34,11574.07,2328300
2020-02-11 00:00:00+08:00,11614.25,11678.58,11614.25,11664.04,1845400
2020-02-12 00:00:00+08:00,11693.4,11801.52,11693.4,11774.19,2120500
2020-02-13 00:00:00+08:00,11813.5,11854.98,11784.94,11791.78,2132400
2020-02-14 00:00:00+08:00,11806.52,11840.79,11788.87,11815.7,1697100
2020-02-17 00:00:00+08:00,11770.3,11775.56,11724.82,11763.51,1837200
2020-02-18 00:00:00+08:00,11700.91,11717.1,11642.95,11648.98,1882600
2020-02-19 00:00:00+08:00,11655.37,11783.43,11654.16,11758.84,2169000
2020-02-20 00:00:00+08:00,11785.78,11827.83,11714.15,11725.09,2035400
2020-02-21 00:00:00+08:00,11721.16,11755.17,11661.63,11686.35,1952700
2020-02-24 00:00:00+08:00,11615.28,11615.28,11512.08,11534.87,2347100
2020-02-25 00:00:00+08:00,11506.74,11567.09,11415.47,11540.23,2158400
2020-02-26 00:00:00+08:00,11468.6,11494.22,11408.06,11433.62,2640000
2020-02-27 00:00:00+08:00,11436.96,11470.23,11274.52,11292.17,3360600
2020-03-02 00:00:00+08:00,11184.66,11282.05,11049.85,11170.46,3204100
2020-03-03 00:00:00+08:00,11279.86,11390.24,11279.86,11327.72,2572300
2020-03-04 00:00:00+08:00,11368.25,11392.35,11297.81,11392.35,2245300
2020-03-05 00:00:00+08:00,11454.65,11525.32,11454.65,11514.82,2291000
2020-03-06 00:00:00+08:00,11471.36,11471.36,11310.32,11321.81,2518500
2020-03-09 00:00:00+08:00,11221.76,11221.76,10977.64,10977.64,3897400
2020-03-10 00:00:00+08:00,10907.62,11032.47,10830.22,11003.54,3544100
2020-03-11 00:00:00+08:00,11022.82,11088.23,10885.91,10893.75,2804700
2020-03-12 00:00:00+08:00,10845.39,10845.39,10359.67,10422.32,4844200
2020-03-13 00:00:00+08:00,10091.03,10171.2,9636.15,10128.87,5906200
2020-03-16 00:00:00+08:00,10069.42,10130.8,9717.77,9717.77,3783600
2020-03-17 00:00:00+08:00,9538.64,9677.07,9371.35,9439.63,4504100
2020-03-18 00:00:00+08:00,9453.98,9509.61,9218.67,9218.67,3991000
2020-03-19 00:00:00+08:00,9085.28,9085.28,8523.63,8681.34,5702600
2020-03-20 00:00:00+08:00,8816.86,9264.42,8816.86,9234.09,4683400
2020-03-23 00:00:00+08:00,9025.55,9029.52,8750.14,8890.03,136500
2020-03-24 00:00:00+08:00,9083.78,9415.64,9083.78,9285.62,2920600
2020-03-25 00:00:00+08:00,9426.43,9722.37,9426.43,9644.75,3565400
2020-03-26 00:00:00+08:00,9667.14,9739.73,9565.02,9736.36,2795400
2020-03-27 00:00:00+08:00,9807.9,9954.86,9691.14,9698.92,3349400
2020-03-30 00:00:00+08:00,9571.22,9655.7,9415.52,9629.43,2274000
2020-03-31 00:00:00+08:00,9689.62,9789.81,9630.3,9708.06,2882300
2020-04-01 00:00:00+08:00,9726.2,9736.0,9663.63,9663.63,2434800
2020-04-06 00:00:00+08:00,9707.75,9818.74,9651.52,9818.74,2987300
2020-04-07 00:00:00+08:00,9928.16,10039.15,9928.16,9996.39,3205000
2020-04-08 00:00:00+08:00,10010.64,10149.76,9984.66,10137.47,3117000
2020-04-09 00:00:00+08:00,10173.26,10246.84,10092.36,10119.43,3058700
2020-04-10 00:00:00+08:00,10105.43,10165.12,10103.77,10157.61,2365200
2020-04-13 00:00:00+08:00,10147.56,10179.4,10080.65,10099.22,2456300
2020-04-14 00:00:00+08:00,10130.65,10344.13,10130.65,10332.94,2847000
2020-04-15 00:00:00+08:00,10366.77,10461.84,10366.77,10447.21,3333800
2020-04-16 00:00:00+08:00,10385.78,10425.29,10317.13,10375.48,2770300
2020-04-17 00:00:00+08:00,10554.55,10710.15,10552.58,10597.04,3725200
2020-04-20 00:00:00+08:00,10612.45,10637.64,10542.96,10586.71,2298700
2020-04-21 00:00:00+08:00,10544.8,10544.8,10278.95,10288.42,3392700
2020-04-22 00:00:00+08:00,10256.11,10310.85,10140.09,10307.74,2531000
2020-04-23 00:00:00+08:00,10370.13,10462.7,10294.88,10366.51,2633300
2020-04-24 00:00:00+08:00,10367.97,10386.93,10324.2,10347.36,2400100
2020-04-27 00:00:00+08:00,10407.49,10578.96,10407.49,10567.27,3281100
2020-04-28 00:00:00+08:00,10580.25,10620.52,10537.71,10616.06,3260300
2020-04-29 00:00:00+08:00,10656.4,10794.83,10656.4,10772.22,3529100
2020-04-30 00:00:00+08:00,10826.26,11012.78,10826.26,10992.14,3909100
2020-05-04 00:00:00+08:00,10781.51,10781.51,10658.5,10720.48,3113100
2020-05-05 00:00:00+08:00,10756.95,10833.53,10735.01,10774.61,2817200
2020-05-06 00:00:00+08:00,10771.09,10828.73,10708.1,10774.98,3137600
2020-05-07 00:00:00+08:00,10778.53,10890.87,10775.16,10842.92,2849600
2020-05-08 00:00:00+08:00,10883.22,10970.7,10883.22,10901.42,3169900
2020-05-11 00:00:00+08:00,10942.18,11039.11,10942.18,11013.26,3370600
2020-05-12 00:00:00+08:00,10974.51,10974.51,10854.51,10879.47,3047800
2020-05-13 00:00:00+08:00,10861.01,10938.27,10828.93,10938.27,2677400
2020-05-14 00:00:00+08:00,10894.17,10894.17,10777.46,10780.88,3054300
2020-05-15 00:00:00+08:00,10833.16,10904.01,10730.55,10814.92,2749400
2020-05-18 00:00:00+08:00,10753.21,10812.87,10730.7,10740.55,2716100
2020-05-19 00:00:00+08:00,10812.79,10924.79,10812.79,10860.44,3048200
2020-05-20 00:00:00+08:00,10892.76,10933.98,10860.15,10907.8,2731300
2020-05-21 00:00:00+08:00,10933.21,11021.66,10933.21,11008.31,2787700
2020-05-22 00:00:00+08:00,10977.55,10977.55,10804.56,10811.15,2923700
2020-05-25 00:00:00+08:00,10812.94,10874.54,10719.25,10871.18,2222100
2020-05-26 00:00:00+08:00,10903.32,11046.22,10903.32,10997.21,2886300
2020-05-27 00:00:00+08:00,11023.93,11069.72,10972.25,11014.66,2794500
2020-05-28 00:00:00+08:00,11040.62,11087.53,10915.3,10944.19,3122300
2020-05-29 00:00:00+08:00,10921.16,10965.03,10861.9,10942.16,3589800
2020-06-01 00:00:00+08:00,10971.4,11109.29,10971.4,11079.02,2655700
2020-06-02 00:00:00+08:00,11109.27,11170.49,11102.97,11127.93,2754300
2020-06-03 00:00:00+08:00,11182.52,11330.52,11182.52,11320.16,3776100
2020-06-04 00:00:00+08:00,11373.94,11425.42,11341.58,11393.23,3539700
2020-06-05 00:00:00+08:00,11418.01,11482.36,11411.94,11479.4,3400800
2020-06-08 00:00:00+08:00,11539.0,11631.89,11528.44,11610.32,3822500
2020-06-09 00:00:00+08:00,11600.61,11640.45,11537.38,11637.11,3023600
2020-06-10 00:00:00+08:00,11635.99,11740.9,11621.02,11720.16,3477600
